tweet,"Rien ne les obligent a travailler a la SNCF. Il y a plein de jobs ouverts pour lequels les horaires sont plus souples. Vous voulez la vache, le lait, le beurre et l'argent de la cremiere. Ne plus céder aux methodes marxistes  de la CGT, c'est la seule solution. https://t.co/iu01c3VOFG"
seed,Le beurre et l'argent du beurre
Rien,
ne,
les,
obligent,
a,
travailler,
a,
la,
SNCF,
.,
Il,
y,
a,
plein,
de,
jobs,
ouverts,
pour,
lequels,
les,
horaires,
sont,
plus,
souples,
.,
Vous,
voulez,
la,I
vache,I
",",I
le,I
lait,I
",",I
le,X
beurre,X
et,X
l,X
argent,X
de,S:du
la,S:du
cremiere,S:beurre
.,
Ne,
plus,
céder,
aux,
methodes,
marxistes,
de,
la,
CGT,
",",
c,
est,
la,
seule,
solution,
.,
https://t.co/iu01c3VOFG,
,
id,'1459058487783219202
tweet,"@D_Philippot59 @_LesPatriotes ce mec la a tout ,le beurre , l argent du beurre , le cul de la cremiere et ils s offre des petites recompenses , elle est pas belle la vie ??!"
seed,Le beurre et l'argent du beurre
@D_Philippot59,
@_LesPatriotes,
ce,
mec,
la,
a,
tout,
",",
le,X
beurre,X
",",X
l,X
argent,X
du,X
beurre,X
",",S:et
le,X
cul,X
de,X
la,X
cremiere,X
et,
ils,
s,
offre,
des,
petites,
recompenses,
",",
elle,
est,
pas,
belle,
la,
vie,
??!,
,
id,'1540718721693495301
tweet,"@jerlea_ ""Alors, tu préfères le beurre, l'argent du beurre ou le cul de la crémière ? Pour moi, la question elle est vite répondue"" https://t.co/CgyZcXgKMj"
seed,Le beurre et l'argent du beurre
@jerlea_,
"""",
Alors,
",",
tu,
préfères,
le,X
beurre,X
",",X
l,X
argent,X
du,X
beurre,X
ou,S:et
le,X
cul,X
de,X
la,X
crémière,X
?,
Pour,
moi,
",",
la,
question,
elle,
est,
vite,
répondue,
"""",
https://t.co/CgyZcXgKMj,
,
id,'1411232138846945280
tweet,"@CoringaZe @ClementLanot Et oui, des feignasses ceux là. Qui veut gagner plus, n'a qu'à travailler plus! Le beurre, l'argent du beurre et le cul de la crémière qu'ils veulent."
seed,Le beurre et l'argent du beurre
@CoringaZe,
@ClementLanot,
Et,
oui,
",",
des,
feignasses,
ceux,
là,
.,
Qui,
veut,
gagner,
plus,
",",
n,
a,
qu,
à,
travailler,
plus,
!,
Le,X
beurre,X
",",X
l,X
argent,X
du,X
beurre,X
et,X
le,X
cul,X
de,X
la,X
crémière,X
qu,
ils,
veulent,
.,
,
id,'1523322411420045314
tweet,"@sousou_lkf @BotetJosette @C_Vial_ Genre... victime un jour, victime toujours.... elle est pas belle la vie en Europe ? Si. Mais avec le beurre  l'argent du beurre et le cul de la crémière ??"
seed,Le beurre et l'argent du beurre
@sousou_lkf,
@BotetJosette,
@C_Vial_,
Genre,
...,
victime,
un,
jour,
",",
victime,
toujours,
....,
.,
elle,
est,
pas,
belle,
la,
vie,
en,
Europe,
?,
Si,
.,
Mais,
avec,
le,X
beurre,X
l,X
argent,X
du,X
beurre,X
et,X
le,X
cul,X
de,X
la,X
crémière,X
??,
,
id,'1450546662250799110
tweet,@JFaerber Ils ont qu a travailler plus et ils seront payés plus ! Pas content ils vont dans le privé ! Au passage 16 semaines de cp il faut le dire ! Ils veulent le beurre l argent du beurre et le cul de crémière !!
seed,Le beurre et l'argent du beurre
@JFaerber,
Ils,
ont,
qu,
a,
travailler,
plus,
et,
ils,
seront,
payés,
plus,
!,
Pas,
content,
ils,
vont,
dans,
le,
privé,
!,
Au,
passage,
16,
semaines,
de,
cp,
il,
faut,
le,
dire,
!,
Ils,
veulent,
le,X
beurre,X
l,X
argent,X
du,X
beurre,X
et,X
le,X
cul,X
de,X
crémière,X
!!,
,
id,'1527994383089418240
tweet,"@JonathanYazagi @GaliaRegnum @GuileRise @SOS_Racisme Mais libre à vous de croire aux chimères qu’on pourra tjrs travailler moins en dépensant tjrs plus de richesse que le pays en produit ,avoir la retraite à 60 ans ,la santé gratuite,le beurre,l’argent du beurre et le cul de la crémière"
seed,Le beurre et l'argent du beurre
@JonathanYazagi,
@GaliaRegnum,
@GuileRise,
@SOS_Racisme,
Mais,
libre,
à,
vous,
de,
croire,
aux,
chimères,
qu,
on,
pourra,
tjrs,
travailler,
moins,
en,
dépensant,
tjrs,
plus,
de,
richesse,
que,
le,
pays,
en,
produit,
",",
avoir,
la,
retraite,
à,
60,
ans,
",",
la,
santé,
gratuite,
",",
le,X
beurre,X
",",X
l,X
argent,X
du,X
beurre,X
et,X
le,X
cul,X
de,X
la,X
crémière,X
,
id,'1559810514049536002
tweet,@NZadourian Surtout avec une cuisinière de compète comme elle a 😳  Ça me fume toujours que ces gens qui massacrent la cuisine aient un matos pareil. De la confiture aux cochons.
seed,donner de la confiture aux cochons
@NZadourian,
Surtout,
avec,
une,
cuisinière,
de,
compète,
comme,
elle,
a,
😳,
Ça,
me,
fume,
toujours,
que,
ces,
gens,
qui,
massacrent,
la,
cuisine,
aient,
un,
matos,
pareil,
.,
De,X
la,X
confiture,X
aux,X
cochons,X
.,
,
id,'1603158056602603520
tweet,LIBERTÉ ÉGALITÉ FRATERNITÉ MA FRANCE TU L’AIMES OU TU LA QUITTES 🇫🇷🇫🇷🇫🇷😍😍😍
seed,"La France, tu l'aimes ou tu la quittes"
LIBERTÉ,
ÉGALITÉ,
FRATERNITÉ,
MA,MS:la
FRANCE,X
TU,X
L,X
AIMES,X
OU,X
TU,X
LA,X
QUITTES,X
🇫🇷🇫🇷🇫🇷😍😍😍,
,
id,'1409180515924594693
tweet,"Liberté, égalité, fraternité 🇫🇷 ma France tu l’aimes ou tu la quittes 🐷 ⚜️ https://t.co/XcNfw7j86q"
seed,"La France, tu l'aimes ou tu la quittes"
Liberté,
",",
égalité,
",",
fraternité,
🇫🇷,
ma,MS:la
France,X
tu,X
l,X
aimes,X
ou,X
tu,X
la,X
quittes,X
🐷,
⚜️,
https://t.co/XcNfw7j86q,
,
id,'1447582216578535428
tweet,"@wati__anton Nn toi en ce moment tu fais l'aigri,  ma France tu l'aimes ou tu l'as quittes fin ."
seed,"La France, tu l'aimes ou tu la quittes"
@wati__anton,
Nn,
toi,
en,
ce,
moment,
tu,
fais,
l,
aigri,
",",
ma,MS:la
France,X
tu,X
l,X
aimes,X
ou,X
tu,X
l,E:la
as,E:la
quittes,X
fin,
.,
,
id,'1338575282958180357
tweet,Je crois que tout va bien jusqu’ici
seed,Jusqu'ici tout va bien
Je,
crois,
que,
tout,X
va,X
bien,X
jusqu,X
ici,X
,
id,'1377300214235684864
tweet,"""je crois que tout va bien jusqu'ici"" 🎶🎶🎶#ITC #IciToutCommence"
seed,Jusqu'ici tout va bien
"""",
je,
crois,
que,
tout,X
va,X
bien,X
jusqu,X
ici,X
"""",
🎶🎶🎶#ITC,
#IciToutCommence,
,
id,'1580112649081135104
tweet,"En France 🇫🇷 on est autour de 7%, au Japon 🇯🇵 de 2.5%, en Allemagne 🇩🇪 de 3%. Jusqu'ici tout va donc assez bien. #MorningZapping"
seed,Jusqu'ici tout va bien
En,
France,
🇫🇷,
on,
est,
autour,
de,
7%,
",",
au,
Japon,
🇯🇵,
de,
2,
.,
5%,
",",
en,
Allemagne,
🇩🇪,
de,
3%,
.,
Jusqu,X
ici,X
tout,X
va,X
donc,I
assez,I
bien,X
.,
#MorningZapping,
,
id,'1343941786901897222
tweet,Je crois tout va bien jusqu’ici ?
seed,Jusqu'ici tout va bien
Je,
crois,
tout,X
va,X
bien,X
jusqu,X
ici,X
?,
,
id,'1556350025764151296
tweet,Vous savez quoi?!!!  Tout va bien jusqu'ici
seed,Jusqu'ici tout va bien
Vous,
savez,
quoi,
?!!!,
Tout,X
va,X
bien,X
jusqu,X
ici,X
,
id,'1364805863060471810
tweet,"#SurmaRoute #ChampsElysees @Paris 6h00 jusqu'ici tout tout va bien 🤭. Il y a inscrit 30 c'est pas la température max, c'est la vitesse max.... LoL de LoL... BisOuxxx le monde 😘 😍 🚴‍♂️  😷 https://t.co/boILQIYhYP"
seed,Jusqu'ici tout va bien
#SurmaRoute,
#ChampsElysees,
@Paris,
6h00,
jusqu,X
ici,X
tout,X
tout,I
va,X
bien,X
🤭,
.,
Il,
y,
a,
inscrit,
30,
c,
est,
pas,
la,
température,
max,
",",
c,
est,
la,
vitesse,
max,
https://t.co/boILQIYhYP,
LoL,
de,
LoL,
....,
BisOuxxx,
le,
monde,
😘,
😍,
🚴‍♂️,
😷,
...,
,
id,'1447253898541027336
tweet,@ch_coulon Les résumés des caractéristiques du produit (RCP) sont publiées par l ANSM. On est en phase expérimentale avec des millions de cobayes donc pas de notice du Médicament... tout va bien jusqu'ici... enfin presque
seed,Jusqu'ici tout va bien
@ch_coulon,
Les,
résumés,
des,
caractéristiques,
du,
produit,
(,
RCP,
),
sont,
publiées,
par,
l,
ANSM,
.,
On,
est,
en,
phase,
expérimentale,
avec,
des,
millions,
de,
cobayes,
donc,
pas,
de,
notice,
du,
Médicament,
...,
tout,X
va,X
bien,X
jusqu,X
ici,X
...,
enfin,
presque,
,
id,'1462403589901635590
tweet,Tout va bien jusqu'ici
seed,Jusqu'ici tout va bien
Tout,X
va,X
bien,X
jusqu,X
ici,X
,
id,'1583488613248999425
tweet,@No_man_one Le futur est déjà derrière nous
seed,Le futur est derrière nous
@No_man_one,
Le,X
futur,X
est,X
déjà,I
derrière,X
nous,X
,
id,'1513474466277433347
tweet,"@AKMEMETEAU C'est l'effet quoi qu'il en coûte : tous payés à ne rien foutre ! Elle n'est pas belle,  la vie ?"
seed,quoi qu'il en dise
@AKMEMETEAU,
C,
est,
l,
effet,
quoi,X
qu,X
il,X
en,X
coûte,"S:dise, autre figement"
:,
tous,
payés,
à,
ne,
rien,
foutre,
!,
Elle,
n,
est,
pas,
belle,
",",
la,
vie,
?,
,
id,'1505648419771195401
tweet,Cela dit Jorge casse toi aussi pauvre con
seed,Casse-toi pauvre con
Cela,
dit,
Jorge,
casse,X
toi,X
aussi,I
pauvre,X
con,X
,
id,'1543682617660395525
tweet,@romcanuti Demande à ta femme si tu en as une à quoi tu sers pauvre con tu aimes l’OM toi casse toi pauvre 🖕🖕
seed,Casse-toi pauvre con
@romcanuti,
Demande,
à,
ta,
femme,
si,
tu,
en,
as,
une,
à,
quoi,
tu,
sers,
pauvre,
con,
tu,
aimes,
l,
OM,
toi,
casse,X
toi,X
pauvre,X
🖕🖕,S:con
,
id,'1555656308241887232
tweet,@RLZ82 Casse toi en Espagne pauvre con 🤷🏽
seed,Casse-toi pauvre con
@RLZ82,
Casse,X
toi,X
en,I
Espagne,I
pauvre,X
con,X
🤷🏽,
,
id,'1468227144925028357
tweet,"Ds sa carrière, en affaires, en amour, etc.. toute opportunité n'est pas à saisir, la vie est faite de choix et tout ce qui brille n'est pas nécessairement de l'or. Choisis bien!  #LifeChoices  #tuesdayvibe"
seed,Tout ce qui brille n'est pas or
Ds,
sa,
carrière,
",",
en,
affaires,
",",
en,
amour,
",",
etc,
..,
toute,
opportunité,
n,
est,
pas,
à,
saisir,
",",
la,
vie,
est,
faite,
de,
choix,
et,
tout,X
ce,X
qui,X
brille,X
n,X
est,X
pas,X
nécessairement,I
de,MS:d’
l,I
or,X
.,
Choisis,
bien,
!,
#LifeChoices,
#tuesdayvibe,
,
id,'1407824418995384330
tweet,Tant qu'il y a de l'amour il y a de la vie! https://t.co/AU0mrWeGJa
seed,"Tant qu'il y a de la vie, il y a de l'espoir"
Tant,X
qu,X
il,X
y,X
a,X
de,X
l,MS:la
amour,S:vie
il,X
y,X
a,X
de,X
la,S:l’
vie,S:espoir
!,
https://t.co/AU0mrWeGJa,
,
id,'1579801566030491649
tweet,J'aime mon pays France mondial j'aime la planète Terre l'eau le vent le gel le froid le soleil la lune la nuit l'hiver l'été l'automne et le printemps quand je vois tout cela tant qu'il y a la vie il y a de l'amour il y a de l'espoir j'aime la planète Terre
seed,"Tant qu'il y a de la vie, il y a de l'espoir"
J,
aime,
mon,
pays,
France,
mondial,
j,
aime,
la,
planète,
Terre,
l,
eau,
le,
vent,
le,
gel,
le,
froid,
le,
soleil,
la,
lune,
la,
nuit,
l,
hiver,
l,
été,
l,
automne,
et,
le,
printemps,
quand,
je,
vois,
tout,
cela,
tant,X
qu,X
il,X
y,X
a,X
la,X
vie,X
il,I
y,I
a,I
de,I
l,I
amour,I
il,X
y,X
a,X
de,X
l,X
espoir,X
j,
aime,
la,
planète,
Terre,
,
id,'1341459794503340032
tweet,"🎁[#CONCOURS] 🎁 Bonjour à toi jeune Padawan, si avec toi la Force est, la figurine de Baby Yoda, tu remporteras :  👉 RT + Follow @JournalDuGeek  💬 Mentionne un ami qui regarde #TheMandalorian 😍 Découvre la figurine : https://t.co/F9disJJUd8  Que la Force soit avec toi ! 🙌 https://t.co/p15qMW0QYL"
seed,Que la force soit avec toi
🎁,
[,
#CONCOURS,
],
🎁,
Bonjour,
à,
toi,
jeune,
Padawan,
",",
si,S:que
avec,X
toi,X
la,X
Force,X
est,X
",",
la,
figurine,
de,
Baby,
Yoda,
",",
tu,
remporteras,
:,
👉,
RT,
+,
Follow,
@JournalDuGeek,
💬,
Mentionne,
un,
ami,
qui,
regarde,
#TheMandalorian,
😍,
Découvre,
la,
figurine,
:,
https://t.co/F9disJJUd8,
Que,
la,
Force,
soit,
avec,
toi,
!,
🙌,
https://t.co/p15qMW0QYL,
,
id,'1522107742831394822
tweet,Mohamed SALAH que la force de l’Égypte Antique soit avec toi  Ouvre le chapitre vengeance face au RÉAL MADRID https://t.co/Pp9trT29WF
seed,Que la force soit avec toi
Mohamed,
SALAH,
que,X
la,X
force,X
de,I
l,I
Égypte,I
Antique,I
soit,X
avec,X
toi,X
Ouvre,
le,
chapitre,
vengeance,
face,
au,
RÉAL,
MADRID,
https://t.co/Pp9trT29WF,
,
id,'1436292783275454478
tweet,Allez on inaugure ces perles en beauté !  Que la force d'Apoula Edel soit avec toi champion 🧤 ⬇️ https://t.co/xkpU2JOAtm
seed,Que la force soit avec toi
Allez,
on,
inaugure,
ces,
perles,
en,
beauté,
!,
Que,X
la,X
force,X
d,I
Apoula,I
Edel,I
soit,X
avec,X
toi,X
champion,
🧤,
⬇️,
https://t.co/xkpU2JOAtm,
,
id,'1408669498178166786
tweet,@Lawphilisee Que la Force (du Droit) soit avec toi alors✊ ! En souhaitant qu'en plus vous trouviez un meilleur appart' !
seed,Que la force soit avec toi
@Lawphilisee,
Que,X
la,X
Force,X
(,I
du,I
Droit,I
),I
soit,X
avec,X
toi,X
alors✊,
!,
En,
souhaitant,
qu,
en,
plus,
vous,
trouviez,
un,
meilleur,
appart,
!,
,
id,'1464189124148088832
tweet,"@daniele_blond Regard au delà doit porter, que la force de découverte avec toi, soit"
seed,Que la force soit avec toi
@daniele_blond,
Regard,
au,
delà,
doit,
porter,
",",
que,X
la,X
force,X
de,I
découverte,I
avec,X
toi,X
",",
soit,X
,
id,'1542226455144308736
tweet,@Ryzxuh aller ryzeuh que la force du cookie monster soit avec toi
seed,Que la force soit avec toi
@Ryzxuh,
aller,
ryzeuh,
que,X
la,X
force,X
du,I
cookie,I
monster,I
soit,X
avec,X
toi,X
,
id,'1517065419944873984
tweet,@laRadioNova Que la force du #digital soit avec toi !  https://t.co/4BOoO2Qlgj
seed,Que la force soit avec toi
@laRadioNova,
Que,X
la,X
force,X
du,I
#digital,I
soit,X
avec,X
toi,X
!,
https://t.co/4BOoO2Qlgj,
,
id,'1436083930726338564
tweet,@eno_kean Que la force du #digital soit avec toi !  https://t.co/gs6cyy62jM
seed,Que la force soit avec toi
@eno_kean,
Que,X
la,X
force,X
du,X
#digital,I
soit,X
avec,X
toi,X
!,
https://t.co/gs6cyy62jM,
,
id,'1353233600234344448
tweet,"@_clemparker_ Que la fibre.. euuuh la force soit avec toi..! Et là-bas, tu auras un nouveau chez toi. 😉🥳😏😂🔥👍"
seed,Que la force soit avec toi
@_clemparker_,
Que,X
la,X
fibre,I
..,I
euuuh,I
la,I
force,X
soit,X
avec,X
toi,X
..!,
!,
Et,
là-bas,
",",
tu,
auras,
un,
nouveau,
chez,
toi,
.,
😉🥳😏😂🔥👍,
,
id,'1386384354885226503
tweet,@Paskal_ine Merci à toi et bon courage également ! Que la force soit avec nous.
seed,Que la force soit avec toi
@Paskal_ine,
Merci,
à,
toi,
et,
bon,
courage,
également,
!,
Que,X
la,X
force,X
soit,X
avec,X
nous,S:toi
.,
,
id,'1359990959522611202
tweet,@Chanzicato @annackmn @MainOctane @haruei_ Bonne chance ! Que la force d’Eren soit avec toi
seed,Que la force soit avec toi
@Chanzicato,
@annackmn,
@MainOctane,
@haruei_,
Bonne,
chance,
!,
Que,X
la,X
force,X
d,I
Eren,I
soit,X
avec,X
toi,X
,
id,'1325368938482593793
tweet,Bon vent @KevinEscoffier. Que la force du panda soit avec toi. https://t.co/AAAPfSJTKd
seed,Que la force soit avec toi
Bon,
vent,
@KevinEscoffier,
.,
Que,X
la,X
force,X
du,I
panda,I
soit,X
avec,X
toi,X
.,
https://t.co/AAAPfSJTKd,
,
id,'1358751136732352520
tweet,@captainpastaga Merci pour l'info et que la Force de guérir soit avec toi !
seed,Que la force soit avec toi
@captainpastaga,
Merci,
pour,
l,
info,
et,
que,X
la,X
Force,X
de,I
guérir,I
soit,X
avec,X
toi,X
!,
,
id,'1545531725073219584
tweet,"@le_ghostz @Lopauld À défaut de la Force, que la chance soit avec toi @Lopauld   Comme on dit: Fingers crossed 🤞"
seed,Que la force soit avec toi
@le_ghostz,
@Lopauld,
À,
défaut,
de,
la,
Force,
",",
que,X
la,X
chance,S:force
soit,X
avec,X
toi,X
@Lopauld,
Comme,
on,
dit,
:,
Fingers,
crossed,
🤞,
,
id,'1562691081942499329
tweet,@miss_canna Looooool que la force de la weed soit avec toi ! 😂
seed,Que la force soit avec toi
@miss_canna,
Looooool,
que,X
la,X
force,X
de,I
la,I
weed,I
soit,X
avec,X
toi,X
!,
😂,
,
id,'1413081518134775811
tweet,@Blitz_Stream Que la force du requin soit avec toi 🦈
seed,Que la force soit avec toi
@Blitz_Stream,
Que,X
la,X
force,X
du,I
requin,I
soit,X
avec,X
toi,X
🦈,
,
id,'1496935801003069440
tweet,@MisssVicky Que la force de l'amour soit avec toi pour vaincre cette saloperie ! 😘
seed,Que la force soit avec toi
@MisssVicky,
Que,X
la,X
force,X
de,I
l,I
amour,I
soit,X
avec,X
toi,X
pour,
vaincre,
cette,
saloperie,
!,
😘,
,
id,'1382687367711092736
tweet,@UNeedConsulting Que la force du #digital soit avec toi !  https://t.co/4BOoO2Qlgj
seed,Que la force soit avec toi
@UNeedConsulting,
Que,X
la,X
force,X
du,I
#digital,I
soit,X
avec,X
toi,X
!,
https://t.co/4BOoO2Qlgj,
,
id,'1329328582355718145
tweet,@MisspicsouGame @Micromania_Fr Bonne journée avec toi aussi ^^ Je voudrais bien que la force soit avec moi pour en trouver une xD
seed,Que la force soit avec toi
@MisspicsouGame,
@Micromania_Fr,
Bonne,
journée,
avec,
toi,
aussi,
^^,
Je,
voudrais,
bien,
que,X
la,X
force,X
soit,X
avec,X
moi,MS:toi
pour,
en,
trouver,
une,
xD,
,
id,'1347946546994831360
tweet,@Gastronogeek Que la (Tri)force soit avec toi ! ^^
seed,Que la force soit avec toi
@Gastronogeek,
Que,X
la,X
(,I
Tri,I
),I
force,X
soit,X
avec,X
toi,X
!,
^^,
,
id,'1379510975347429379
tweet,@oOhniquesamere Que la force du #digital soit avec toi !  https://t.co/FTq4iNpOFS
seed,Que la force soit avec toi
@oOhniquesamere,
Que,X
la,X
force,X
du,I
#digital,I
soit,X
avec,X
toi,X
!,
https://t.co/FTq4iNpOFS,
,
id,'1426441433796562946
tweet,@MrSidney0 Mes excuses et courage !  Que la force des dieux soit avec toi toujours en ta faveur ! https://t.co/fFDyUl75Sc
seed,Que la force soit avec toi
@MrSidney0,
Mes,
excuses,
et,
courage,
!,
Que,X
la,X
force,X
des,I
dieux,I
soit,X
avec,X
toi,X
toujours,
en,
ta,
faveur,
!,
https://t.co/fFDyUl75Sc,
,
id,'1547536488480604164
tweet,Es-tu digne d'intégrer les rangs de l'école d'Eden ? 🧑‍🎓  Affiche ton talent avec l'escape game SPY x FAMILY ! Que la force des cahouètes soit avec toi. 🥜 #CrunchyrollJE22 https://t.co/19x2vjAJVw
seed,Que la force soit avec toi
Es-tu,
digne,
d,
intégrer,
les,
rangs,
de,
l,
école,
d,
Eden,
?,
🧑‍🎓,
Affiche,
ton,
talent,
avec,
l,
escape,
game,
SPY,
x,
FAMILY,
!,
Que,X
la,X
force,X
des,I
cahouètes,I
soit,X
avec,X
toi,X
.,
🥜,
#CrunchyrollJE22,
https://t.co/19x2vjAJVw,
,
id,'1596010012027260929
tweet,Go mon #Bilou ! Que la force du champs de lin soit avec toi ! @FondsExplore @RolandJourdain @TerredeLin @kairosjourdain https://t.co/LONjqVzRRi
seed,Que la force soit avec toi
Go,
mon,
#Bilou,
!,
Que,X
la,X
force,X
du,I
champs,I
de,I
lin,I
soit,X
avec,X
toi,X
!,
@FondsExplore,
@RolandJourdain,
@TerredeLin,
@kairosjourdain,
https://t.co/LONjqVzRRi,
,
id,'1333174941479473160
tweet,@jo_delb Putain mais j'ai honte pour lui... À genoux en rampant devant les racistes pseudo-damnés de la terre
seed,debout les damnés de la terre
@jo_delb,
Putain,
mais,
j,
ai,
honte,
pour,
lui,
...,
À,S:debout
genoux,S:debout
en,S:debout
rampant,S:debout
devant,I
les,X
racistes,I
pseudo-damnés,MS:damnés
de,X
la,X
terre,X
,
id,'1370928328992026629
tweet,"La question, elle est vite et parfaitement répondue ce samedi par Eric Neuhoff (qui a regardé les #Cesar2021 jusqu'au bout, lui...) sur le site du @Le_Figaro. C'est oui. https://t.co/10cBkZXMFe"
seed,La question elle est vite répondue
La,X
question,X
",",X
elle,X
est,X
vite,X
et,I
parfaitement,I
répondue,X
ce,
samedi,
par,
Eric,
Neuhoff,
(,
qui,
a,
regardé,
les,
#Cesar2021,
jusqu,
au,
bout,
",",
lui,
https://t.co/10cBkZXMFe,
),
sur,
le,
site,
du,
@Le_Figaro,
.,
C,
est,
oui,
.,
...,
,
id,'1346532548248272897
tweet,Égalité Fraternité Liberté...les valeurs de la République..elles me. manquent.  Aujourd'hui l'égalité.. https://t.co/RpNn3F5UN2
seed,Liberté égalité fraternité
Égalité,X
Fraternité,X
Liberté,X
https://t.co/RpNn3F5UN2,
les,
valeurs,
de,
la,
République,
...,
elles,
me,
.,
manquent,
.,
Aujourd,
hui,
l,
égalité,
..,
..,
,
id,'1373353560453287942
tweet,"@GilbertCollard C'était un beau pays la France. Mais elle n'est plus.  Plus aucune valeur, plus rien. Le combat de certains derniers irréductibles est vain, perdu d'avance.  Égalité 😂, fraternité 😂, liberté=confiné."
seed,Liberté égalité fraternité
@GilbertCollard,
C,
était,
un,
beau,
pays,
la,
France,
.,
Mais,
elle,
n,
est,
plus,
.,
Plus,
aucune,
valeur,
",",
plus,
rien,
.,
Le,
combat,
de,
certains,
derniers,
irréductibles,
est,
vain,
",",
perdu,
d,
avance,
.,
Égalité,X
😂,
",",
fraternité,X
😂,
",",
liberté=confiné,S:liberté
.,
,
id,'1427629537307807769
tweet,"Après ou avant l’Afghanistan le President ferait bien d’annoncer le retour à l’égalité, fraternité et liberté avec la fin du Pass sanitaire !"
seed,Liberté égalité fraternité
Après,
ou,
avant,
l,
Afghanistan,
le,
President,
ferait,
bien,
d,
annoncer,
le,
retour,
à,
l,
égalité,X
",",
fraternité,X
et,
